Date,Product,Units_Sold,Revenue
2022-11-07,Product A,12,240
2022-11-07,Product B,16,240
2022-11-07,Product C,17,170
2022-11-08,Product A,24,480
2022-11-08,Product B,38,570
2022-11-08,Product C,42,420
2022-11-09,Product A,39,780
2022-11-09,Product B,48,720
2022-11-09,Product C,36,360
2022-11-10,Product A,45,900
2022-11-10,Product B,38,570
2022-11-10,Product C,47,470
2022-11-11,Product A,42,840
2022-11-11,Product B,46,690
2022-11-11,Product C,36,360
2022-11-12,Product A,42,840
2022-11-12,Product B,13,195
2022-11-12,Product C,31,310
2022-11-13,Product A,11,220
2022-11-13,Product B,19,285
2022-11-13,Product C,14,140
2022-11-14,Product A,19,380
2022-11-14,Product B,42,630
2022-11-14,Product C,47,470
2022-11-15,Product A,22,440
2022-11-15,Product B,40,600
2022-11-15,Product C,45,450
2022-11-16,Product A,33,660
2022-11-16,Product B,24,360
2022-11-16,Product C,38,380
2022-11-17,Product A,17,340
2022-11-17,Product B,14,210
2022-11-17,Product C,38,380
2022-11-18,Product A,13,260
2022-11-18,Product B,21,315
2022-11-18,Product C,11,110
2022-11-19,Product A,36,720
2022-11-19,Product B,40,600
2022-11-19,Product C,45,450
2022-11-20,Product A,45,900
2022-11-20,Product B,35,525
2022-11-20,Product C,36,360
2022-11-21,Product A,14,280
2022-11-21,Product B,29,435
2022-11-21,Product C,20,200
2022-11-22,Product A,19,380
2022-11-22,Product B,49,735
2022-11-22,Product C,47,470
2022-11-23,Product A,15,300
2022-11-23,Product B,17,255
2022-11-23,Product C,32,320
2022-11-24,Product A,35,700
2022-11-24,Product B,21,315
2022-11-24,Product C,35,350
2022-11-25,Product A,22,440
2022-11-25,Product B,49,735
2022-11-25,Product C,27,270
2022-11-26,Product A,34,680
2022-11-26,Product B,42,630
2022-11-26,Product C,49,490
2022-11-27,Product A,21,420
2022-11-27,Product B,45,675
2022-11-27,Product C,13,130
2022-11-28,Product A,14,280
2022-11-28,Product B,46,690
2022-11-28,Product C,17,170
2022-11-29,Product A,37,740
2022-11-29,Product B,40,600
2022-11-29,Product C,18,180
2022-11-30,Product A,38,760
2022-11-30,Product B,23,345
2022-11-30,Product C,49,490
2022-12-01,Product A,31,620
2022-12-01,Product B,20,300
2022-12-01,Product C,32,320
2022-12-02,Product A,10,200
2022-12-02,Product B,46,690
2022-12-02,Product C,30,300
2022-12-03,Product A,35,700
2022-12-03,Product B,45,675
2022-12-03,Product C,32,320
2022-12-04,Product A,10,200
2022-12-04,Product B,49,735
2022-12-04,Product C,24,240
2022-12-05,Product A,30,600
2022-12-05,Product B,18,270
2022-12-05,Product C,18,180
2022-12-06,Product A,19,380
2022-12-06,Product B,35,525
2022-12-06,Product C,44,440
2022-12-07,Product A,34,680
2022-12-07,Product B,35,525
2022-12-07,Product C,20,200
2022-12-08,Product A,47,940
2022-12-08,Product B,11,165
2022-12-08,Product C,16,160
2022-12-09,Product A,27,540
2022-12-09,Product B,36,540
2022-12-09,Product C,43,430
2022-12-10,Product A,36,720
2022-12-10,Product B,26,390
2022-12-10,Product C,33,330
2022-12-11,Product A,34,680
2022-12-11,Product B,16,240
2022-12-11,Product C,15,150
2022-12-12,Product A,33,660
2022-12-12,Product B,42,630
2022-12-12,Product C,38,380
2022-12-13,Product A,31,620
2022-12-13,Product B,35,525
2022-12-13,Product C,37,370
2022-12-14,Product A,30,600
2022-12-14,Product B,16,240
2022-12-14,Product C,26,260
2022-12-15,Product A,29,580
2022-12-15,Product B,29,435
2022-12-15,Product C,31,310
2022-12-16,Product A,37,740
2022-12-16,Product B,49,735
2022-12-16,Product C,16,160
2022-12-17,Product A,10,200
2022-12-17,Product B,41,615
2022-12-17,Product C,22,220
2022-12-18,Product A,39,780
2022-12-18,Product B,32,480
2022-12-18,Product C,28,280
2022-12-19,Product A,41,820
2022-12-19,Product B,39,585
2022-12-19,Product C,38,380
2022-12-20,Product A,38,760
2022-12-20,Product B,39,585
2022-12-20,Product C,25,250
2022-12-21,Product A,49,980
2022-12-21,Product B,28,420
2022-12-21,Product C,27,270
2022-12-22,Product A,10,200
2022-12-22,Product B,23,345
2022-12-22,Product C,11,110
2022-12-23,Product A,37,740
2022-12-23,Product B,39,585
2022-12-23,Product C,47,470
2022-12-24,Product A,13,260
2022-12-24,Product B,10,150
2022-12-24,Product C,17,170
2022-12-25,Product A,38,760
2022-12-25,Product B,48,720
2022-12-25,Product C,12,120
2022-12-26,Product A,41,820
2022-12-26,Product B,19,285
2022-12-26,Product C,19,190
2022-12-27,Product A,28,560
2022-12-27,Product B,43,645
2022-12-27,Product C,42,420
2022-12-28,Product A,32,640
2022-12-28,Product B,37,555
2022-12-28,Product C,41,410
2022-12-29,Product A,16,320
2022-12-29,Product B,38,570
2022-12-29,Product C,17,170
2022-12-30,Product A,10,200
2022-12-30,Product B,12,180
2022-12-30,Product C,33,330
2022-12-31,Product A,32,640
2022-12-31,Product B,17,255
2022-12-31,Product C,46,460
2023-01-01,Product A,12,240
2023-01-01,Product B,42,630
2023-01-01,Product C,37,370
2023-01-02,Product A,17,340
2023-01-02,Product B,43,645
2023-01-02,Product C,44,440
2023-01-03,Product A,41,820
2023-01-03,Product B,33,495
2023-01-03,Product C,23,230
2023-01-04,Product A,41,820
2023-01-04,Product B,25,375
2023-01-04,Product C,13,130
2023-01-05,Product A,46,920
2023-01-05,Product B,30,450
2023-01-05,Product C,23,230
2023-01-06,Product A,40,800
2023-01-06,Product B,27,405
2023-01-06,Product C,16,160
2023-01-07,Product A,19,380
2023-01-07,Product B,16,240
2023-01-07,Product C,42,420
2023-01-08,Product A,32,640
2023-01-08,Product B,30,450
2023-01-08,Product C,28,280
2023-01-09,Product A,28,560
2023-01-09,Product B,45,675
2023-01-09,Product C,38,380
2023-01-10,Product A,27,540
2023-01-10,Product B,11,165
2023-01-10,Product C,10,100
2023-01-11,Product A,14,280
2023-01-11,Product B,29,435
2023-01-11,Product C,20,200
2023-01-12,Product A,11,220
2023-01-12,Product B,12,180
2023-01-12,Product C,32,320
2023-01-13,Product A,21,420
2023-01-13,Product B,29,435
2023-01-13,Product C,14,140
2023-01-14,Product A,46,920
2023-01-14,Product B,47,705
2023-01-14,Product C,39,390
2023-01-15,Product A,18,360
2023-01-15,Product B,43,645
2023-01-15,Product C,44,440
2023-01-16,Product A,31,620
2023-01-16,Product B,33,495
2023-01-16,Product C,26,260
2023-01-17,Product A,19,380
2023-01-17,Product B,39,585
2023-01-17,Product C,32,320
2023-01-18,Product A,41,820
2023-01-18,Product B,26,390
2023-01-18,Product C,26,260
2023-01-19,Product A,23,460
2023-01-19,Product B,18,270
2023-01-19,Product C,49,490
2023-01-20,Product A,11,220
2023-01-20,Product B,34,510
2023-01-20,Product C,48,480
2023-01-21,Product A,18,360
2023-01-21,Product B,31,465
2023-01-21,Product C,13,130
2023-01-22,Product A,35,700
2023-01-22,Product B,38,570
2023-01-22,Product C,43,430
2023-01-23,Product A,32,640
2023-01-23,Product B,46,690
2023-01-23,Product C,20,200
2023-01-24,Product A,15,300
2023-01-24,Product B,27,405
2023-01-24,Product C,30,300
2023-01-25,Product A,45,900
2023-01-25,Product B,47,705
2023-01-25,Product C,43,430
2023-01-26,Product A,26,520
2023-01-26,Product B,46,690
2023-01-26,Product C,34,340
2023-01-27,Product A,47,940
2023-01-27,Product B,21,315
2023-01-27,Product C,32,320
2023-01-28,Product A,31,620
2023-01-28,Product B,30,450
2023-01-28,Product C,36,360
2023-01-29,Product A,40,800
2023-01-29,Product B,15,225
2023-01-29,Product C,36,360
2023-01-30,Product A,49,980
2023-01-30,Product B,43,645
2023-01-30,Product C,21,210
2023-01-31,Product A,16,320
2023-01-31,Product B,19,285
2023-01-31,Product C,26,260
2023-02-01,Product A,35,700
2023-02-01,Product B,30,450
2023-02-01,Product C,37,370
2023-02-02,Product A,11,220
2023-02-02,Product B,10,150
2023-02-02,Product C,45,450
2023-02-03,Product A,35,700
2023-02-03,Product B,38,570
2023-02-03,Product C,30,300
2023-02-04,Product A,20,400
2023-02-04,Product B,49,735
2023-02-04,Product C,20,200
2023-02-05,Product A,45,900
2023-02-05,Product B,48,720
2023-02-05,Product C,49,490
2023-02-06,Product A,44,880
2023-02-06,Product B,43,645
2023-02-06,Product C,33,330
2023-02-07,Product A,31,620
2023-02-07,Product B,14,210
2023-02-07,Product C,42,420
2023-02-08,Product A,45,900
2023-02-08,Product B,29,435
2023-02-08,Product C,28,280
2023-02-09,Product A,44,880
2023-02-09,Product B,26,390
2023-02-09,Product C,43,430
2023-02-10,Product A,18,360
2023-02-10,Product B,35,525
2023-02-10,Product C,11,110
2023-02-11,Product A,18,360
2023-02-11,Product B,18,270
2023-02-11,Product C,49,490
2023-02-12,Product A,26,520
2023-02-12,Product B,10,150
2023-02-12,Product C,34,340
2023-02-13,Product A,49,980
2023-02-13,Product B,34,510
2023-02-13,Product C,48,480
2023-02-14,Product A,44,880
2023-02-14,Product B,12,180
2023-02-14,Product C,46,460
2023-02-15,Product A,39,780
2023-02-15,Product B,47,705
2023-02-15,Product C,43,430
2023-02-16,Product A,21,420
2023-02-16,Product B,28,420
2023-02-16,Product C,46,460
2023-02-17,Product A,26,520
2023-02-17,Product B,19,285
2023-02-17,Product C,21,210
2023-02-18,Product A,25,500
2023-02-18,Product B,33,495
2023-02-18,Product C,28,280
2023-02-19,Product A,17,340
2023-02-19,Product B,40,600
2023-02-19,Product C,30,300
2023-02-20,Product A,26,520
2023-02-20,Product B,32,480
2023-02-20,Product C,46,460
2023-02-21,Product A,25,500
2023-02-21,Product B,15,225
2023-02-21,Product C,17,170
2023-02-22,Product A,34,680
2023-02-22,Product B,27,405
2023-02-22,Product C,34,340
2023-02-23,Product A,21,420
2023-02-23,Product B,24,360
2023-02-23,Product C,35,350
2023-02-24,Product A,35,700
2023-02-24,Product B,41,615
2023-02-24,Product C,19,190
2023-02-25,Product A,25,500
2023-02-25,Product B,16,240
2023-02-25,Product C,26,260
2023-02-26,Product A,32,640
2023-02-26,Product B,35,525
2023-02-26,Product C,30,300
2023-02-27,Product A,31,620
2023-02-27,Product B,16,240
2023-02-27,Product C,23,230
2023-02-28,Product A,24,480
2023-02-28,Product B,16,240
2023-02-28,Product C,18,180
2023-03-01,Product A,17,340
2023-03-01,Product B,32,480
2023-03-01,Product C,38,380
2023-03-02,Product A,27,540
2023-03-02,Product B,40,600
2023-03-02,Product C,39,390
2023-03-03,Product A,48,960
2023-03-03,Product B,44,660
2023-03-03,Product C,27,270
2023-03-04,Product A,48,960
2023-03-04,Product B,26,390
2023-03-04,Product C,23,230
2023-03-05,Product A,40,800
2023-03-05,Product B,33,495
2023-03-05,Product C,44,440
2023-03-06,Product A,43,860
2023-03-06,Product B,12,180
2023-03-06,Product C,46,460
2023-03-07,Product A,49,980
2023-03-07,Product B,35,525
2023-03-07,Product C,32,320
2023-03-08,Product A,48,960
2023-03-08,Product B,24,360
2023-03-08,Product C,13,130
2023-03-09,Product A,38,760
2023-03-09,Product B,31,465
2023-03-09,Product C,34,340
2023-03-10,Product A,22,440
2023-03-10,Product B,27,405
2023-03-10,Product C,42,420
2023-03-11,Product A,25,500
2023-03-11,Product B,11,165
2023-03-11,Product C,44,440
2023-03-12,Product A,43,860
2023-03-12,Product B,39,585
2023-03-12,Product C,22,220
2023-03-13,Product A,22,440
2023-03-13,Product B,27,405
2023-03-13,Product C,41,410
2023-03-14,Product A,41,820
2023-03-14,Product B,44,660
2023-03-14,Product C,48,480
2023-03-15,Product A,38,760
2023-03-15,Product B,38,570
2023-03-15,Product C,25,250
2023-03-16,Product A,19,380
2023-03-16,Product B,39,585
2023-03-16,Product C,34,340
2023-03-17,Product A,48,960
2023-03-17,Product B,29,435
2023-03-17,Product C,14,140
2023-03-18,Product A,10,200
2023-03-18,Product B,39,585
2023-03-18,Product C,12,120
2023-03-19,Product A,23,460
2023-03-19,Product B,39,585
2023-03-19,Product C,13,130
2023-03-20,Product A,27,540
2023-03-20,Product B,46,690
2023-03-20,Product C,34,340
2023-03-21,Product A,10,200
2023-03-21,Product B,24,360
2023-03-21,Product C,18,180
2023-03-22,Product A,24,480
2023-03-22,Product B,33,495
2023-03-22,Product C,13,130
2023-03-23,Product A,21,420
2023-03-23,Product B,46,690
2023-03-23,Product C,46,460
2023-03-24,Product A,15,300
2023-03-24,Product B,48,720
2023-03-24,Product C,33,330
2023-03-25,Product A,20,400
2023-03-25,Product B,22,330
2023-03-25,Product C,43,430
2023-03-26,Product A,34,680
2023-03-26,Product B,16,240
2023-03-26,Product C,13,130
2023-03-27,Product A,17,340
2023-03-27,Product B,29,435
2023-03-27,Product C,38,380
2023-03-28,Product A,19,380
2023-03-28,Product B,43,645
2023-03-28,Product C,35,350
2023-03-29,Product A,12,240
2023-03-29,Product B,15,225
2023-03-29,Product C,14,140
2023-03-30,Product A,14,280
2023-03-30,Product B,32,480
2023-03-30,Product C,18,180
2023-03-31,Product A,44,880
2023-03-31,Product B,29,435
2023-03-31,Product C,44,440
2023-04-01,Product A,27,540
2023-04-01,Product B,26,390
2023-04-01,Product C,33,330
2023-04-02,Product A,12,240
2023-04-02,Product B,41,615
2023-04-02,Product C,44,440
2023-04-03,Product A,47,940
2023-04-03,Product B,22,330
2023-04-03,Product C,34,340
2023-04-04,Product A,18,360
2023-04-04,Product B,13,195
2023-04-04,Product C,23,230
2023-04-05,Product A,46,920
2023-04-05,Product B,43,645
2023-04-05,Product C,20,200
2023-04-06,Product A,12,240
2023-04-06,Product B,37,555
2023-04-06,Product C,38,380
2023-04-07,Product A,18,360
2023-04-07,Product B,12,180
2023-04-07,Product C,34,340
2023-04-08,Product A,43,860
2023-04-08,Product B,21,315
2023-04-08,Product C,18,180
2023-04-09,Product A,24,480
2023-04-09,Product B,49,735
2023-04-09,Product C,34,340
2023-04-10,Product A,14,280
2023-04-10,Product B,20,300
2023-04-10,Product C,43,430
2023-04-11,Product A,33,660
2023-04-11,Product B,24,360
2023-04-11,Product C,47,470
2023-04-12,Product A,17,340
2023-04-12,Product B,14,210
2023-04-12,Product C,35,350
2023-04-13,Product A,27,540
2023-04-13,Product B,15,225
2023-04-13,Product C,46,460
2023-04-14,Product A,22,440
2023-04-14,Product B,37,555
2023-04-14,Product C,14,140
2023-04-15,Product A,22,440
2023-04-15,Product B,26,390
2023-04-15,Product C,49,490
2023-04-16,Product A,41,820
2023-04-16,Product B,38,570
2023-04-16,Product C,12,120
2023-04-17,Product A,49,980
2023-04-17,Product B,43,645
2023-04-17,Product C,49,490
2023-04-18,Product A,36,720
2023-04-18,Product B,22,330
2023-04-18,Product C,42,420
2023-04-19,Product A,15,300
2023-04-19,Product B,33,495
2023-04-19,Product C,28,280
2023-04-20,Product A,25,500
2023-04-20,Product B,49,735
2023-04-20,Product C,37,370
2023-04-21,Product A,42,840
2023-04-21,Product B,22,330
2023-04-21,Product C,34,340
2023-04-22,Product A,45,900
2023-04-22,Product B,36,540
2023-04-22,Product C,47,470
2023-04-23,Product A,16,320
2023-04-23,Product B,14,210
2023-04-23,Product C,40,400
2023-04-24,Product A,32,640
2023-04-24,Product B,19,285
2023-04-24,Product C,41,410
2023-04-25,Product A,39,780
2023-04-25,Product B,48,720
2023-04-25,Product C,40,400
2023-04-26,Product A,27,540
2023-04-26,Product B,45,675
2023-04-26,Product C,11,110
2023-04-27,Product A,23,460
2023-04-27,Product B,22,330
2023-04-27,Product C,38,380
2023-04-28,Product A,21,420
2023-04-28,Product B,48,720
2023-04-28,Product C,11,110
2023-04-29,Product A,41,820
2023-04-29,Product B,22,330
2023-04-29,Product C,36,360
2023-04-30,Product A,26,520
2023-04-30,Product B,49,735
2023-04-30,Product C,40,400
2023-05-01,Product A,43,860
2023-05-01,Product B,33,495
2023-05-01,Product C,44,440
2023-05-02,Product A,15,300
2023-05-02,Product B,28,420
2023-05-02,Product C,39,390
2023-05-03,Product A,16,320
2023-05-03,Product B,19,285
2023-05-03,Product C,41,410
2023-05-04,Product A,43,860
2023-05-04,Product B,37,555
2023-05-04,Product C,24,240
2023-05-05,Product A,39,780
2023-05-05,Product B,46,690
2023-05-05,Product C,38,380
2023-05-06,Product A,31,620
2023-05-06,Product B,13,195
2023-05-06,Product C,29,290
2023-05-07,Product A,41,820
2023-05-07,Product B,45,675
2023-05-07,Product C,13,130
2023-05-08,Product A,36,720
2023-05-08,Product B,26,390
2023-05-08,Product C,21,210
2023-05-09,Product A,31,620
2023-05-09,Product B,26,390
2023-05-09,Product C,19,190
2023-05-10,Product A,10,200
2023-05-10,Product B,31,465
2023-05-10,Product C,35,350
2023-05-11,Product A,27,540
2023-05-11,Product B,23,345
2023-05-11,Product C,38,380
2023-05-12,Product A,21,420
2023-05-12,Product B,45,675
2023-05-12,Product C,44,440
2023-05-13,Product A,21,420
2023-05-13,Product B,16,240
2023-05-13,Product C,38,380
2023-05-14,Product A,20,400
2023-05-14,Product B,42,630
2023-05-14,Product C,15,150
2023-05-15,Product A,24,480
2023-05-15,Product B,41,615
2023-05-15,Product C,20,200
2023-05-16,Product A,32,640
2023-05-16,Product B,35,525
2023-05-16,Product C,43,430
2023-05-17,Product A,43,860
2023-05-17,Product B,38,570
2023-05-17,Product C,13,130
2023-05-18,Product A,26,520
2023-05-18,Product B,44,660
2023-05-18,Product C,22,220
2023-05-19,Product A,48,960
2023-05-19,Product B,24,360
2023-05-19,Product C,38,380
2023-05-20,Product A,38,760
2023-05-20,Product B,20,300
2023-05-20,Product C,41,410
2023-05-21,Product A,11,220
2023-05-21,Product B,23,345
2023-05-21,Product C,29,290
2023-05-22,Product A,31,620
2023-05-22,Product B,20,300
2023-05-22,Product C,36,360
2023-05-23,Product A,12,240
2023-05-23,Product B,26,390
2023-05-23,Product C,37,370
2023-05-24,Product A,38,760
2023-05-24,Product B,30,450
2023-05-24,Product C,25,250
2023-05-25,Product A,46,920
2023-05-25,Product B,29,435
2023-05-25,Product C,15,150
2023-05-26,Product A,28,560
2023-05-26,Product B,14,210
2023-05-26,Product C,12,120
2023-05-27,Product A,10,200
2023-05-27,Product B,47,705
2023-05-27,Product C,24,240
2023-05-28,Product A,43,860
2023-05-28,Product B,44,660
2023-05-28,Product C,34,340
2023-05-29,Product A,33,660
2023-05-29,Product B,21,315
2023-05-29,Product C,27,270
2023-05-30,Product A,24,480
2023-05-30,Product B,25,375
2023-05-30,Product C,36,360
2023-05-31,Product A,17,340
2023-05-31,Product B,34,510
2023-05-31,Product C,26,260
2023-06-01,Product A,38,760
2023-06-01,Product B,17,255
2023-06-01,Product C,24,240
2023-06-02,Product A,36,720
2023-06-02,Product B,16,240
2023-06-02,Product C,12,120
2023-06-03,Product A,38,760
2023-06-03,Product B,33,495
2023-06-03,Product C,12,120
2023-06-04,Product A,29,580
2023-06-04,Product B,24,360
2023-06-04,Product C,34,340
2023-06-05,Product A,39,780
2023-06-05,Product B,23,345
2023-06-05,Product C,16,160
2023-06-06,Product A,26,520
2023-06-06,Product B,29,435
2023-06-06,Product C,45,450
2023-06-07,Product A,18,360
2023-06-07,Product B,47,705
2023-06-07,Product C,31,310
2023-06-08,Product A,11,220
2023-06-08,Product B,33,495
2023-06-08,Product C,17,170
2023-06-09,Product A,20,400
2023-06-09,Product B,22,330
2023-06-09,Product C,26,260
2023-06-10,Product A,17,340
2023-06-10,Product B,30,450
2023-06-10,Product C,27,270
2023-06-11,Product A,39,780
2023-06-11,Product B,27,405
2023-06-11,Product C,40,400
2023-06-12,Product A,47,940
2023-06-12,Product B,41,615
2023-06-12,Product C,20,200
2023-06-13,Product A,34,680
2023-06-13,Product B,42,630
2023-06-13,Product C,47,470
2023-06-14,Product A,17,340
2023-06-14,Product B,20,300
2023-06-14,Product C,31,310
2023-06-15,Product A,33,660
2023-06-15,Product B,26,390
2023-06-15,Product C,21,210
2023-06-16,Product A,41,820
2023-06-16,Product B,24,360
2023-06-16,Product C,25,250
2023-06-17,Product A,31,620
2023-06-17,Product B,37,555
2023-06-17,Product C,29,290
2023-06-18,Product A,42,840
2023-06-18,Product B,19,285
2023-06-18,Product C,49,490
2023-06-19,Product A,41,820
2023-06-19,Product B,42,630
2023-06-19,Product C,11,110
2023-06-20,Product A,42,840
2023-06-20,Product B,42,630
2023-06-20,Product C,22,220
2023-06-21,Product A,39,780
2023-06-21,Product B,42,630
2023-06-21,Product C,22,220
2023-06-22,Product A,35,700
2023-06-22,Product B,31,465
2023-06-22,Product C,48,480
2023-06-23,Product A,11,220
2023-06-23,Product B,47,705
2023-06-23,Product C,48,480
2023-06-24,Product A,35,700
2023-06-24,Product B,24,360
2023-06-24,Product C,43,430
2023-06-25,Product A,49,980
2023-06-25,Product B,20,300
2023-06-25,Product C,12,120
2023-06-26,Product A,15,300
2023-06-26,Product B,18,270
2023-06-26,Product C,15,150
2023-06-27,Product A,18,360
2023-06-27,Product B,48,720
2023-06-27,Product C,40,400
2023-06-28,Product A,41,820
2023-06-28,Product B,21,315
2023-06-28,Product C,17,170
2023-06-29,Product A,17,340
2023-06-29,Product B,37,555
2023-06-29,Product C,29,290
2023-06-30,Product A,16,320
2023-06-30,Product B,20,300
2023-06-30,Product C,29,290
2023-07-01,Product A,25,500
2023-07-01,Product B,13,195
2023-07-01,Product C,15,150
2023-07-02,Product A,31,620
2023-07-02,Product B,35,525
2023-07-02,Product C,12,120
2023-07-03,Product A,23,460
2023-07-03,Product B,20,300
2023-07-03,Product C,27,270
2023-07-04,Product A,21,420
2023-07-04,Product B,32,480
2023-07-04,Product C,21,210
2023-07-05,Product A,22,440
2023-07-05,Product B,34,510
2023-07-05,Product C,28,280
2023-07-06,Product A,45,900
2023-07-06,Product B,17,255
2023-07-06,Product C,38,380
2023-07-07,Product A,41,820
2023-07-07,Product B,27,405
2023-07-07,Product C,15,150
2023-07-08,Product A,27,540
2023-07-08,Product B,28,420
2023-07-08,Product C,31,310
2023-07-09,Product A,46,920
2023-07-09,Product B,41,615
2023-07-09,Product C,12,120
2023-07-10,Product A,37,740
2023-07-10,Product B,19,285
2023-07-10,Product C,44,440
2023-07-11,Product A,38,760
2023-07-11,Product B,24,360
2023-07-11,Product C,42,420
2023-07-12,Product A,16,320
2023-07-12,Product B,21,315
2023-07-12,Product C,39,390
2023-07-13,Product A,30,600
2023-07-13,Product B,40,600
2023-07-13,Product C,33,330
2023-07-14,Product A,29,580
2023-07-14,Product B,46,690
2023-07-14,Product C,13,130
2023-07-15,Product A,37,740
2023-07-15,Product B,29,435
2023-07-15,Product C,33,330
2023-07-16,Product A,41,820
2023-07-16,Product B,45,675
2023-07-16,Product C,43,430
2023-07-17,Product A,45,900
2023-07-17,Product B,11,165
2023-07-17,Product C,24,240
2023-07-18,Product A,43,860
2023-07-18,Product B,45,675
2023-07-18,Product C,15,150
2023-07-19,Product A,48,960
2023-07-19,Product B,21,315
2023-07-19,Product C,12,120
2023-07-20,Product A,27,540
2023-07-20,Product B,49,735
2023-07-20,Product C,30,300
2023-07-21,Product A,24,480
2023-07-21,Product B,42,630
2023-07-21,Product C,44,440
2023-07-22,Product A,35,700
2023-07-22,Product B,17,255
2023-07-22,Product C,45,450
2023-07-23,Product A,39,780
2023-07-23,Product B,32,480
2023-07-23,Product C,23,230
2023-07-24,Product A,23,460
2023-07-24,Product B,11,165
2023-07-24,Product C,46,460
2023-07-25,Product A,14,280
2023-07-25,Product B,47,705
2023-07-25,Product C,23,230
2023-07-26,Product A,48,960
2023-07-26,Product B,34,510
2023-07-26,Product C,29,290
2023-07-27,Product A,11,220
2023-07-27,Product B,48,720
2023-07-27,Product C,15,150
2023-07-28,Product A,26,520
2023-07-28,Product B,34,510
2023-07-28,Product C,37,370
2023-07-29,Product A,11,220
2023-07-29,Product B,44,660
2023-07-29,Product C,46,460
2023-07-30,Product A,14,280
2023-07-30,Product B,10,150
2023-07-30,Product C,49,490
2023-07-31,Product A,21,420
2023-07-31,Product B,45,675
2023-07-31,Product C,32,320
2023-08-01,Product A,40,800
2023-08-01,Product B,20,300
2023-08-01,Product C,19,190
2023-08-02,Product A,12,240
2023-08-02,Product B,23,345
2023-08-02,Product C,25,250
2023-08-03,Product A,19,380
2023-08-03,Product B,38,570
2023-08-03,Product C,19,190
2023-08-04,Product A,21,420
2023-08-04,Product B,39,585
2023-08-04,Product C,10,100
2023-08-05,Product A,14,280
2023-08-05,Product B,29,435
2023-08-05,Product C,17,170
2023-08-06,Product A,21,420
2023-08-06,Product B,10,150
2023-08-06,Product C,29,290
2023-08-07,Product A,37,740
2023-08-07,Product B,46,690
2023-08-07,Product C,46,460
2023-08-08,Product A,21,420
2023-08-08,Product B,46,690
2023-08-08,Product C,37,370
2023-08-09,Product A,24,480
2023-08-09,Product B,15,225
2023-08-09,Product C,29,290
2023-08-10,Product A,23,460
2023-08-10,Product B,11,165
2023-08-10,Product C,18,180
2023-08-11,Product A,46,920
2023-08-11,Product B,29,435
2023-08-11,Product C,35,350
2023-08-12,Product A,38,760
2023-08-12,Product B,10,150
2023-08-12,Product C,44,440
2023-08-13,Product A,15,300
2023-08-13,Product B,46,690
2023-08-13,Product C,14,140
2023-08-14,Product A,42,840
2023-08-14,Product B,23,345
2023-08-14,Product C,21,210
2023-08-15,Product A,29,580
2023-08-15,Product B,33,495
2023-08-15,Product C,43,430
2023-08-16,Product A,34,680
2023-08-16,Product B,38,570
2023-08-16,Product C,48,480
2023-08-17,Product A,40,800
2023-08-17,Product B,32,480
2023-08-17,Product C,47,470
2023-08-18,Product A,29,580
2023-08-18,Product B,32,480
2023-08-18,Product C,25,250
2023-08-19,Product A,17,340
2023-08-19,Product B,30,450
2023-08-19,Product C,10,100
2023-08-20,Product A,17,340
2023-08-20,Product B,38,570
2023-08-20,Product C,41,410
2023-08-21,Product A,47,940
2023-08-21,Product B,14,210
2023-08-21,Product C,31,310
2023-08-22,Product A,43,860
2023-08-22,Product B,10,150
2023-08-22,Product C,35,350
2023-08-23,Product A,19,380
2023-08-23,Product B,39,585
2023-08-23,Product C,27,270
2023-08-24,Product A,26,520
2023-08-24,Product B,35,525
2023-08-24,Product C,17,170
2023-08-25,Product A,49,980
2023-08-25,Product B,21,315
2023-08-25,Product C,36,360
2023-08-26,Product A,17,340
2023-08-26,Product B,34,510
2023-08-26,Product C,13,130
2023-08-27,Product A,42,840
2023-08-27,Product B,10,150
2023-08-27,Product C,28,280
2023-08-28,Product A,40,800
2023-08-28,Product B,25,375
2023-08-28,Product C,23,230
2023-08-29,Product A,14,280
2023-08-29,Product B,35,525
2023-08-29,Product C,37,370
2023-08-30,Product A,11,220
2023-08-30,Product B,15,225
2023-08-30,Product C,18,180
2023-08-31,Product A,42,840
2023-08-31,Product B,34,510
2023-08-31,Product C,22,220
2023-09-01,Product A,18,360
2023-09-01,Product B,22,330
2023-09-01,Product C,40,400
2023-09-02,Product A,20,400
2023-09-02,Product B,13,195
2023-09-02,Product C,43,430
2023-09-03,Product A,47,940
2023-09-03,Product B,13,195
2023-09-03,Product C,47,470
2023-09-04,Product A,28,560
2023-09-04,Product B,15,225
2023-09-04,Product C,43,430
2023-09-05,Product A,27,540
2023-09-05,Product B,22,330
2023-09-05,Product C,32,320
2023-09-06,Product A,28,560
2023-09-06,Product B,20,300
2023-09-06,Product C,10,100
2023-09-07,Product A,33,660
2023-09-07,Product B,16,240
2023-09-07,Product C,34,340
2023-09-08,Product A,30,600
2023-09-08,Product B,24,360
2023-09-08,Product C,10,100
2023-09-09,Product A,21,420
2023-09-09,Product B,16,240
2023-09-09,Product C,24,240
2023-09-10,Product A,30,600
2023-09-10,Product B,28,420
2023-09-10,Product C,38,380
2023-09-11,Product A,34,680
2023-09-11,Product B,42,630
2023-09-11,Product C,41,410
2023-09-12,Product A,44,880
2023-09-12,Product B,47,705
2023-09-12,Product C,35,350
2023-09-13,Product A,20,400
2023-09-13,Product B,44,660
